Date	PM2.5	Aluminum	Ammonium Ion	Arsenic	Barium	Bromine	Calcium	Chlorine	Chromium	Copper	Elemental Carbon	Iron	Lead	Manganese	Nickel	Organic Carbon	OM	Potassium Ion	Selenium	Silicon	Sodium Ion	Sulfate	Titanium	Total Nitrate	Vanadium	Zinc
3/17/2001	20.1	0.0125	4.56	0.0019	0.0445	0.00947	0.0168	0.0075	0.0013	0.0013	0.394	0.0518	0.00445	0.00175	0.0045	3.41	4.774	0.012	0.0017	0.0541	0.0668	8.48	0.00265	6.03	0.0085	0.0193
3/20/2001	6.9	0.0125	0.782	0.0019	0.0445	0.0016	0.042	0.0075	0.0013	0.0013	0.125	0.0532	0.00445	0.00175	0.00225	3.65	5.11	0.0333	0.0017	0.0701	0.0585	1.74	0.00265	1.48	0.0019	0.00808
3/23/2001	8.9	0.00419	1.685	0.00098	0.0068	0.00367	0.03575	0.002635	0.00052	0.002815	0.645	0.0815	0.00432	0.00198	0.00128	4.22	5.908	0.0572	0.00137	0.05225	0.0881	3.76	0.00365	1.27	0.00233	0.01335
3/26/2001	9	0.0125	1.45	0.0019	0.0445	0.00502	0.0279	0.0075	0.0013	0.0013	0.125	0.034	0.00445	0.00175	0.00095	2.8	3.92	0.012	0.0017	0.0492	0.0733	3.75	0.00265	2.41	0.0019	0.00871
3/29/2001	17.1	0.0125	3.19	0.0019	0.0445	0.00843	0.0347	0.0332	0.0013	0.0013	0.337	0.0457	0.00445	0.00175	0.00209	4.35	6.09	0.043	0.0017	0.0517	0.108	4.76	0.00265	5.57	0.0019	0.0126
4/1/2001	19.2	0.0125	3.38	0.0019	0.0445	0.00636	0.0231	0.0075	0.0013	0.00362	0.467	0.0465	0.00445	0.00175	0.00202	4.75	6.65	0.0582	0.0017	0.042	0.0883	4.58	0.00265	5.72	0.0019	0.0129
4/4/2001	9.7	0.0125	1.83	0.0019	0.0445	0.0016	0.024	0.0075	0.0013	0.0013	0.407	0.0593	0.00445	0.00175	0.00095	3.4	4.76	0.0508	0.0017	0.0534	0.293	3.52	0.00265	3.87	0.0019	0.00647
4/7/2001	23.4	0.0125	3.38	0.0019	0.0445	0.00908	0.0416	0.182	0.0013	0.00745	0.753	0.1	0.0125	0.00175	0.0032	5.5	7.7	0.101	0.0017	0.0817	0.464	7.71	0.00579	5.11	0.00648	0.0495
4/10/2001	11.7	0.0125	2.3	0.0019	0.0445	0.0016	0.0267	0.0075	0.0013	0.0013	0.272	0.0555	0.00445	0.00175	0.00095	3.2	4.48	0.0487	0.0017	0.069	0.138	4.03	0.00265	4.3	0.0019	0.00732
4/13/2001	13.6	0.0405	1.19	0.0019	0.0445	0.00432	0.124	0.0075	0.0013	0.00795	0.978	0.195	0.00445	0.00363	0.00198	5.19	7.266	0.0884	0.0017	0.188	0.327	4.06	0.0113	1.34	0.00464	0.0309
4/16/2001	10.2	0.00419	1.685	0.00098	0.0068	0.00367	0.03575	0.002635	0.00052	0.002815	0.645	0.0815	0.00432	0.00198	0.00128	4.22	5.908	0.0572	0.00137	0.05225	0.0881	3.76	0.00365	1.27	0.00233	0.01335
4/19/2001	8.9	0.0385	1.685	0.0019	0.0445	0.00483	0.053	0.0075	0.0013	0.00553	0.547	0.119	0.00445	0.00175	0.00095	3.18	4.452	0.0572	0.0017	0.141	0.0881	3.76	0.00548	1.27	0.0019	0.0338
4/22/2001	22.5	0.387	1.95	0.0019	0.0445	0.00671	0.229	0.0075	0.0013	0.00264	0.372	0.487	0.00445	0.00936	0.00232	6.41	8.974	0.0783	0.0017	1.02	0.32	6.27	0.0335	1.54	0.00417	0.0158
4/25/2001	7.6	0.0125	1	0.0019	0.0445	0.0016	0.0311	0.0075	0.0013	0.0013	0.32	0.0662	0.00445	0.00175	0.00095	2.92	4.088	0.0259	0.0017	0.0694	0.0322	2.52	0.00265	1.42	0.0019	0.00529
4/28/2001	8.3	0.0125	1.15	0.0019	0.0445	0.00407	0.0572	0.0075	0.0013	0.0013	0.296	0.0869	0.00445	0.00175	0.00095	3.49	4.886	0.03	0.0017	0.164	0.0409	2.64	0.00791	1.25	0.0019	0.0064
5/1/2001	20.1	0.0487	1.685	0.0019	0.0445	0.00815	0.143	0.0075	0.0013	0.00663	1.31	0.41	0.0177	0.0115	0.00365	7.44	10.416	0.0572	0.0017	0.278	0.0881	3.76	0.0355	1.27	0.00739	0.076
5/7/2001	5.5	0.00419	1.685	0.00098	0.0068	0.00367	0.03575	0.002635	0.00052	0.002815	0.645	0.0815	0.00432	0.00198	0.00128	4.22	5.908	0.0572	0.00137	0.05225	0.0881	3.76	0.00365	1.27	0.00233	0.01335
5/10/2001	21.2	0.0529	3.46	0.0019	0.0445	0.00464	0.114	0.0075	0.0013	0.00357	0.779	0.193	0.00445	0.00454	0.00095	5.03	7.042	0.0547	0.0017	0.354	0.214	8.75	0.0238	1.72	0.0019	0.0208
5/13/2001	7	0.0125	1.05	0.0019	0.0445	0.0016	0.0504	0.0075	0.0013	0.0013	0.125	0.0541	0.00445	0.00175	0.00095	2.43	3.402	0.0615	0.0017	0.116	0.0425	2.72	0.00578	0.531	0.0019	0.00385
5/16/2001	6.3	0.0291	0.697	0.0019	0.0445	0.0016	0.0483	0.0075	0.0013	0.0013	0.347	0.0725	0.00445	0.00175	0.00095	2.58	3.612	0.0676	0.0017	0.138	0.126	1.82	0.00659	0.736	0.0019	0.00827
5/19/2001	24.6	0.0125	5.01	0.0042	0.0445	0.00501	0.0531	0.0075	0.0033	0.00378	0.399	0.176	0.00445	0.00482	0.0043	5.33	7.462	0.186	0.00363	0.129	0.298	10.9	0.0161	5.97	0.00569	0.0386
5/22/2001	10.1	0.0125	2.04	0.0019	0.0445	0.0016	0.0203	0.0075	0.0013	0.0013	0.483	0.0544	0.00445	0.00175	0.00095	3	4.2	0.0719	0.0017	0.0347	0.187	4.49	0.00265	2.73	0.0019	0.0116
5/25/2001	14	0.0125	2.86	0.0019	0.0445	0.0016	0.0164	0.0075	0.0013	0.0013	0.125	0.0297	0.00445	0.00175	0.00095	3.16	4.424	0.0397	0.0017	0.0518	0.178	6.37	0.00265	3.57	0.0019	0.00175
5/31/2001	5.3	0.0306	0.308	0.0019	0.0445	0.0016	0.101	0.0075	0.0013	0.00282	0.518	0.0968	0.00445	0.00175	0.00095	2.69	3.766	0.0432	0.0017	0.124	0.04	0.969	0.0057	0.318	0.0019	0.00589
6/3/2001	9.9	0.0125	1.66	0.0019	0.0445	0.0016	0.0144	0.0075	0.0013	0.0013	0.125	0.0482	0.00445	0.00175	0.00095	2.49	3.486	0.0426	0.0017	0.0307	0.0911	4.69	0.00265	0.905	0.0019	0.00455
6/6/2001	13.5	0.0125	3.68	0.0019	0.0445	0.00525	0.0434	0.0075	0.0013	0.00425	1.13	0.0969	0.00445	0.00175	0.00095	5.15	7.21	0.0477	0.0017	0.0877	0.102	9.47	0.00616	1.82	0.0019	0.0198
6/9/2001	14.5	0.0125	1.42	0.0019	0.0445	0.0016	0.112	0.0075	0.0013	0.00408	0.834	0.149	0.00445	0.00175	0.00095	5.44	7.616	0.0494	0.0017	0.108	0.0581	3.95	0.00711	0.481	0.0019	0.0174
6/12/2001	40.2	0.0125	6.02	0.0019	0.0445	0.00604	0.0736	0.0075	0.0013	0.00694	0.964	0.285	0.00445	0.00613	0.00295	7.22	10.108	0.0735	0.00409	0.132	0.0827	18.2	0.00994	1.1	0.0019	0.0779
6/18/2001	19.5	0.0125	2.56	0.0019	0.0445	0.00496	0.0699	0.0075	0.0013	0.0013	0.477	0.107	0.00445	0.00175	0.00095	5.18	7.252	0.0531	0.0017	0.0609	0.0879	7.77	0.00658	0.486	0.0019	0.0214
6/21/2001	13.5	0.00419	4.19	0.00098	0.0068	0.00367	0.03575	0.002635	0.00052	0.002815	0.678	0.0815	0.00432	0.00198	0.00128	5.34	7.476	0.0585	0.00137	0.05225	0.121	12.9	0.00365	1.53	0.00233	0.01335
6/24/2001	8.4	0.0125	0.845	0.0019	0.0445	0.0016	0.0106	0.0075	0.0013	0.00565	0.545	0.0401	0.00445	0.00175	0.00095	3.16	4.424	0.0291	0.0017	0.022	0.0399	2.85	0.00265	0.233	0.0019	0.0035
6/27/2001	34.5	0.0125	4.36	0.0019	0.0445	0.00667	0.0475	0.0075	0.0013	0.003	0.751	0.138	0.00445	0.00175	0.00371	9.19	12.866	0.0645	0.0017	0.101	0.113	13.1	0.00724	1.22	0.00724	0.0393
6/30/2001	35.9	0.0125	5.08	0.0019	0.0445	0.00681	0.0669	0.0075	0.0013	0.00403	0.553	0.117	0.00445	0.00446	0.00259	8.18	11.452	0.0857	0.0017	0.137	0.145	15	0.0356	1.84	0.00384	0.0149
7/3/2001	15.2	0.0125	1.51	0.0019	0.0445	0.00384	0.0405	0.0075	0.0013	0.0013	1.01	0.0942	0.00445	0.00175	0.00095	4.61	6.454	0.0654	0.0123	0.0742	0.06	4.98	0.0108	0.645	0.0019	0.0107
7/6/2001	5.6	0.0125	0.222	0.0019	0.0445	0.0016	0.0465	0.0075	0.0013	0.00312	0.413	0.0574	0.00445	0.00175	0.00095	3.23	4.522	0.0541	0.0017	0.0331	0.0446	1.14	0.00265	0.302	0.0019	0.00442
7/12/2001	12.1	0.0125	1.97	0.0019	0.0445	0.0016	0.0596	0.0075	0.0013	0.0013	0.411	0.0602	0.00445	0.00175	0.00095	3.11	4.354	0.0315	0.0017	0.0551	0.015	5.84	0.00265	0.195	0.0019	0.011
7/15/2001	13.2	0.0125	1.31	0.0019	0.0445	0.0016	0.0369	0.0075	0.0013	0.0013	0.29	0.0461	0.00445	0.00175	0.00095	3.83	5.362	0.0404	0.0017	0.0473	0.044	3.88	0.00265	0.257	0.0019	0.016
7/18/2001	30.7	0.0125	5.11	0.0019	0.0445	0.00492	0.0373	0.0075	0.0013	0.0013	0.724	0.0654	0.00445	0.00175	0.00095	9.24	12.936	0.056	0.0017	0.0805	0.4	14.1	0.00265	2.94	0.0019	0.0107
7/21/2001	13	0.0125	0.986	0.0019	0.0445	0.00411	0.0402	0.0075	0.0013	0.00282	0.923	0.108	0.0136	0.00175	0.00095	5.48	7.672	0.0617	0.0017	0.0543	0.192	3.38	0.00612	0.497	0.0019	0.0113
7/24/2001	12.4	0.0125	1.2	0.0019	0.0445	0.0016	0.0462	0.0075	0.0013	0.0013	0.46	0.0768	0.00445	0.00175	0.00393	4.11	5.754	0.0558	0.0017	0.104	0.393	5.32	0.0283	0.61	0.00661	0.00551
7/30/2001	6.6	0.0125	0.674	0.0019	0.0445	0.0016	0.0396	0.0075	0.0013	0.0013	0.332	0.0466	0.00445	0.00175	0.00322	3.25	4.55	0.0351	0.0017	0.0718	0.308	2.57	0.00567	0.56	0.0019	0.00175
8/2/2001	12.7	0.0125	1.01	0.0019	0.0445	0.00473	0.0675	0.0075	0.0013	0.0013	0.711	0.302	0.00445	0.00502	0.00717	4.2	5.88	0.0785	0.0066	0.0966	0.273	3.74	0.0112	0.631	0.0102	0.0771
8/4/2001	18.8	0.0125	3.97	0.0019	0.0445	0.00827	0.0376	0.0075	0.0013	0.0013	0.125	0.197	0.00445	0.00445	0.00249	6.04	8.456	0.0915	0.0017	0.064	0.31	15.7	0.0056	0.532	0.00464	0.0234
8/8/2001	44.2	0.0125	7.32	0.0019	0.0445	0.00552	0.0819	0.0075	0.0013	0.0013	0.629	0.0932	0.00445	0.00175	0.00095	7.04	9.856	0.0492	0.00403	0.116	0.201	24	0.00643	0.323	0.0019	0.013
8/11/2001	14.4	0.0125	2.54	0.0019	0.0445	0.0016	0.0201	0.0075	0.0013	0.0013	0.838	0.0606	0.00445	0.00175	0.00245	4.01	5.614	0.0436	0.0017	0.0393	0.239	6.37	0.00265	3.71	0.00427	0.0165
8/14/2001	22.2	0.0125	4.05	0.0019	0.0445	0.0016	0.035	0.0075	0.0013	0.00359	0.891	0.112	0.00937	0.00175	0.00095	5.16	7.224	0.012	0.0017	0.0327	0.198	10.6	0.00265	3.22	0.0019	0.0225
8/17/2001	27.2	0.0125	1.685	0.0019	0.0445	0.00358	0.0444	0.0075	0.0013	0.0031	0.804	0.105	0.00445	0.00377	0.00448	6.24	8.736	0.0572	0.00444	0.0602	0.0881	3.76	0.0131	1.27	0.00797	0.0133
8/23/2001	25.6	0.0444	3.49	0.0019	0.0445	0.00455	0.0685	0.0075	0.0013	0.00687	0.567	0.106	0.00445	0.00643	0.00422	7.68	10.752	0.0504	0.00349	0.142	0.0353	9.98	0.0206	1.12	0.01	0.0153
8/26/2001	13.5	0.0125	0.764	0.0019	0.0445	0.0034	0.0459	0.0367	0.0013	0.0013	0.317	0.0982	0.00445	0.00175	0.00095	3.96	5.544	0.113	0.0017	0.0521	0.289	2.76	0.0137	0.556	0.0019	0.0215
8/29/2001	21	0.0125	3.04	0.0019	0.0445	0.00402	0.0866	0.0075	0.0013	0.00348	0.51	0.0999	0.00445	0.0126	0.00095	4.58	6.412	0.0425	0.0017	0.121	0.0497	9.51	0.0139	0.594	0.0019	0.0241
9/1/2001	8.7	0.0125	1.06	0.0019	0.0445	0.0016	0.0169	0.0075	0.0013	0.0013	0.381	0.0298	0.00445	0.00175	0.00095	2.94	4.116	0.0546	0.0017	0.0378	0.0989	3.45	0.00265	0.421	0.0019	0.00692
9/4/2001	22.4	0.00419	1.685	0.00098	0.0068	0.00367	0.03575	0.002635	0.00052	0.002815	0.645	0.0815	0.00432	0.00198	0.00128	4.22	5.908	0.0572	0.00137	0.05225	0.0881	3.76	0.00365	1.27	0.00233	0.01335
9/10/2001	8.5	0.0125	0.791	0.0019	0.0445	0.00335	0.0587	0.0075	0.0013	0.00409	0.552	0.211	0.00445	0.00631	0.00197	2.66	3.724	0.0638	0.00405	0.0597	0.269	3.64	0.0074	0.476	0.0019	0.0458
9/13/2001	19.1	0.0125	2.04	0.0019	0.0445	0.00577	0.0921	0.0075	0.0013	0.00542	1.61	0.236	0.00445	0.00582	0.00214	6.59	9.226	0.0687	0.0017	0.09	0.252	6.17	0.00671	0.879	0.00586	0.0274
9/16/2001	7.2	0.0125	0.307	0.0019	0.0445	0.0016	0.0273	0.0075	0.0013	0.00336	0.458	0.0766	0.00445	0.00175	0.00095	3.62	5.068	0.0577	0.0017	0.0429	0.0788	1.4	0.00265	0.514	0.0019	0.01
9/19/2001	17.5	0.0125	2.52	0.0019	0.0445	0.007	0.0449	0.0075	0.0013	0.003	0.837	0.0922	0.00445	0.00175	0.00095	4.38	6.132	0.0668	0.0017	0.0901	0.668	7.15	0.00626	2.28	0.00389	0.0183
9/22/2001	21	0.0125	2.99	0.0019	0.0445	0.00414	0.0427	0.0075	0.0013	0.00327	0.563	0.0802	0.00445	0.0041	0.00095	5.18	7.252	0.0507	0.0017	0.079	0.144	9.6	0.00556	1.99	0.0019	0.0112
9/25/2001	4.2	0.0125	0.535	0.0019	0.0445	0.0016	0.0182	0.0075	0.0013	0.0013	0.323	0.0317	0.00445	0.00175	0.00095	1.79	2.506	0.012	0.0017	0.0232	0.0881	2.14	0.00265	0.323	0.0019	0.00379
9/28/2001	6.5	0.0125	0.711	0.0019	0.0445	0.0016	0.0211	0.0075	0.0013	0.0013	0.666	0.0515	0.00445	0.00175	0.00095	2.01	2.814	0.012	0.0017	0.03	0.0881	2.43	0.00265	0.608	0.0019	0.00556
10/4/2001	26.8	0.0125	2.8	0.00589	0.0445	0.00711	0.116	0.0075	0.0013	0.00669	1.68	0.246	0.00909	0.00499	0.00198	7.71	10.794	0.114	0.0017	0.181	1.61	8.55	0.0141	1.8	0.00494	0.082
10/7/2001	5	0.0125	0.635	0.0019	0.0445	0.0016	0.0227	0.0075	0.0013	0.0013	0.125	0.0302	0.00445	0.00175	0.00095	2.25	3.15	0.0368	0.0017	0.037	0.342	1.99	0.00265	0.28	0.0019	0.00363
10/10/2001	9.2	0.0125	0.147	0.0019	0.0445	0.00428	0.0738	0.0075	0.0013	0.00596	0.921	0.121	0.00445	0.00359	0.0031	4.48	6.272	0.012	0.0017	0.0699	0.12	1.45	0.00265	1.15	0.00926	0.0319
10/13/2001	18	0.0125	0.357	0.0019	0.0445	0.00466	0.0318	0.0075	0.0013	0.0013	0.456	0.12	0.00445	0.00175	0.00265	5.16	7.224	0.0412	0.0017	0.0582	0.256	2.55	0.00722	0.738	0.00602	0.0338
10/16/2001	13.5	0.00419	1.685	0.00098	0.0068	0.00367	0.03575	0.002635	0.00052	0.002815	0.645	0.0815	0.00432	0.00198	0.00128	4.22	5.908	0.0572	0.00137	0.05225	0.0881	3.76	0.00365	1.27	0.00233	0.01335
10/20/2001	18.9	0.0332	1.56	0.0019	0.0445	0.00494	0.0664	0.0075	0.0013	0.00306	0.8	0.154	0.00445	0.00175	0.00198	6.6	9.24	0.0759	0.0017	0.0928	0.186	4.77	0.00772	2.13	0.00612	0.0197
10/25/2001	9.5	0.0346	0.27	0.0019	0.0445	0.0016	0.0838	0.0075	0.00608	0.00372	0.667	0.0974	0.00445	0.00175	0.00217	4.05	5.67	0.012	0.0017	0.11	0.243	1.83	0.00697	0.405	0.0019	0.0137
10/28/2001	6.5	0.0125	0.562	0.0019	0.0445	0.0016	0.0241	0.0075	0.0013	0.0013	0.625	0.0572	0.00445	0.00175	0.00095	3.04	4.256	0.0418	0.0017	0.0226	0.544	1.63	0.00265	0.485	0.0019	0.00358
10/31/2001	8.8	0.0125	0.406	0.0019	0.0445	0.00636	0.0727	0.0432	0.0013	0.00367	0.544	0.183	0.0133	0.00377	0.00339	4.3	6.02	0.0723	0.0017	0.0871	0.365	1.98	0.00265	1.04	0.00518	0.0274
11/3/2001	9.2	0.0125	0.543	0.0019	0.0445	0.0033	0.0633	0.0075	0.0013	0.00278	0.534	0.0672	0.00445	0.00175	0.00095	4.52	6.328	0.0567	0.0017	0.076	1.19	2.48	0.00265	1.2	0.0019	0.00876
11/6/2001	5.9	0.0125	0.381	0.0019	0.0445	0.0016	0.0564	0.0075	0.0013	0.0013	0.526	0.0591	0.00445	0.00175	0.00095	3.23	4.522	0.012	0.0017	0.0443	0.446	1.26	0.00265	0.705	0.0019	0.0158
11/9/2001	7.9	0.0125	0.601	0.0019	0.0445	0.0016	0.0702	0.0075	0.0013	0.00485	0.648	0.101	0.00445	0.00175	0.00095	4.01	5.614	0.0747	0.0017	0.0787	1.22	2.05	0.00834	0.73	0.0019	0.011
11/15/2001	35.7	0.0375	2.57	0.00386	0.0445	0.0161	0.213	0.0392	0.0013	0.0151	3.82	0.528	0.00445	0.0111	0.0032	14.7	20.58	0.145	0.00344	0.247	0.282	6.61	0.0221	2.71	0.00678	0.0733
11/18/2001	19.8	0.0125	0.883	0.0019	0.0445	0.00779	0.051	0.124	0.0013	0.00406	1.55	0.194	0.00445	0.00488	0.00095	10.2	14.28	0.116	0.0017	0.0707	0.474	2.35	0.00265	2.62	0.0019	0.0231
11/21/2001	7.9	0.0125	0.433	0.0019	0.0445	0.00339	0.0413	0.0075	0.0013	0.00438	0.967	0.101	0.00445	0.00175	0.00095	3.86	5.404	0.0476	0.0017	0.0475	0.48	1.55	0.0232	1.99	0.0019	0.017
11/24/2001	11.1	0.00419	1.685	0.00098	0.0068	0.00367	0.03575	0.002635	0.00052	0.002815	0.645	0.0815	0.00432	0.00198	0.00128	4.22	5.908	0.0572	0.00137	0.05225	0.0881	3.76	0.00365	1.27	0.00233	0.01335
11/27/2001	22.2	0.0125	3.25	0.0019	0.0445	0.00692	0.037	0.171	0.0013	0.0065	1.14	0.165	0.00914	0.00443	0.00203	6.62	9.268	0.0582	0.0017	0.0474	1.31	4.91	0.0173	7.06	0.00433	0.0271
12/3/2001	23.5	0.0125	2.85	0.0019	0.0445	0.00843	0.209	0.0271	0.0013	0.0106	1.35	0.219	0.0103	0.00617	0.00217	8.37	11.718	0.189	0.0017	0.0801	1.68	5.14	0.016	6.44	0.00508	0.0564
12/6/2001	21.8	0.0125	1.7	0.0019	0.0445	0.0104	0.0838	0.0075	0.0013	0.00664	1.79	0.266	0.0104	0.00744	0.00245	9.29	13.006	0.0972	0.0017	0.0966	1.52	4.57	0.019	1.87	0.00801	0.0582
12/9/2001	8	0.0125	1.2	0.0019	0.0445	0.0016	0.0109	0.0075	0.0013	0.0013	0.389	0.0223	0.00445	0.00175	0.00095	2.77	3.878	0.012	0.0017	0.0095	0.809	2.62	0.00265	2.08	0.0019	0.00438
12/12/2001	17.7	0.0125	2.32	0.0019	0.0445	0.00892	0.0511	0.0237	0.0013	0.0013	0.688	0.0713	0.00445	0.00175	0.00471	5.65	7.91	0.0549	0.0017	0.0713	1.55	4.68	0.00265	4.7	0.00633	0.024
12/15/2001	4.6	0.0125	0.386	0.00735	0.0445	0.0016	0.022	0.0075	0.0013	0.0013	0.125	0.0306	0.00445	0.00175	0.00095	2.84	3.976	0.0533	0.0017	0.0095	0.913	1.22	0.00265	0.389	0.0019	0.00175
12/27/2001	13	0.0125	1.65	0.0019	0.0445	0.00499	0.037	0.0075	0.0013	0.00448	0.887	0.065	0.00445	0.00175	0.00095	4.32	6.048	0.012	0.0017	0.0662	0.0675	2.7	0.00265	2.93	0.0019	0.0119
12/30/2001	7.3	0.0125	1.13	0.0019	0.0445	0.0016	0.0219	0.0075	0.0013	0.00342	0.396	0.023	0.00445	0.00175	0.00095	2.17	3.038	0.012	0.0017	0.0517	0.0621	2.43	0.00265	1.74	0.0019	0.00765
1/2/2002	15.9	0.0125	2.01	0.0019	0.0445	0.00424	0.0592	0.0075	0.0013	0.00674	1.4	0.0943	0.00445	0.00175	0.00095	5.57	7.798	0.0902	0.0017	0.0457	0.2	3.08	0.00265	4.13	0.0019	0.0201
