Date,124-Trimethylbenzene,224-Trimethylpentane,234-Trimethylpentane,23-Dimethylbutane,23-Dimethylpentane,2-Methylheptane,3-Methylhexane,3-Methylpentane,Acetylene,Benzene,Cis-2-Butene,Cis-2-Pentene,Ethane,Ethylbenzene,Ethylene,Isobutane,Isopentane,Isoprene,Isopropylbenzene,M_P Xylene,M-Diethylbenzene,M-Ethyltoluene,N-Butane,N-Decane,N-Heptane,N-Hexane,N-Nonane,N-Octane,N-Pentane,N-Propylbenzene,N-Undecane,O-Ethyltoluene,O-Xylene,Propane,Propylene,Styrene,Toluene,Trans-2-Butene,Trans-2-Pentene,Unidentified,TNMOC
6/7/2005 3:00,2.010001258,3.020001891,1.040000651,1.050000657,0.620000388,0.420000263,1.180000739,2.480001552,2.760001728,2.730001709,0.180000113,0.490000307,10.010006270,1.380000864,6.560004107,5.030003149,10.520006590,1.460000914,0.005000003,4.730002961,0.170000106,3.090001934,6.810004263,0.570000357,1.170000732,6.250003913,0.620000388,0.680000426,5.550003474,0.370000232,0.490000307,0.590000369,1.690001058,9.600006010,3.810002385,1.020000639,7.820004895,0.610000382,0.960000601,139.621731400,249.166800000
6/7/2005 6:00,1.750001096,3.110001947,1.130000707,0.980000613,0.620000388,0.430000269,1.120000701,2.350001471,3.400002128,2.830001772,0.270000169,0.450000282,7.630004776,1.340000839,7.720004833,3.900002441,8.500005321,6.160003856,0.190000119,4.300002692,0.230000144,1.400000876,5.580003493,0.560000351,0.940000588,3.430002147,0.460000288,0.590000369,4.240002654,0.350000219,0.400000250,0.790000495,1.630001020,8.190005127,3.290002060,0.600000376,6.960004357,0.170000106,0.840000526,72.715988130,171.546050000
6/8/2005 3:00,2.220001390,3.550002222,1.330000833,1.670001045,0.770000482,0.530000332,1.580000989,5.100003193,6.400004006,6.820004269,0.470000294,0.620000388,35.070021950,2.110001321,16.730010470,8.020005021,16.920010590,1.420000889,0.005000003,5.180003243,0.360000225,1.490000933,11.410007140,0.740000463,1.670001045,9.310005828,0.670000419,0.820000513,9.910006204,0.400000250,0.680000426,0.570000357,1.810001133,18.460011560,8.280005183,1.100000689,10.090006320,0.650000407,1.200000751,53.535177220,249.670300000
6/8/2005 6:00,2.150001346,3.190001997,1.080000676,1.390000870,0.680000426,0.570000357,1.510000945,3.980002491,4.690002936,6.780004244,0.440000275,0.460000288,21.270013320,1.710001070,16.580010380,6.470004050,12.520007840,7.010004388,0.370000232,4.530002836,0.260000163,1.330000833,9.610006016,1.110000695,1.290000808,7.340004595,1.070000670,1.000000626,7.250004539,0.370000232,0.770000482,0.790000495,1.630001020,16.190010130,8.340005221,0.570000357,8.650005415,0.830000520,0.930000582,62.022345640,228.732450000
6/9/2005 3:00,1.630001020,2.990001872,1.100000689,0.590000369,0.790000495,0.350000219,0.230000144,3.540002216,2.190001371,2.670001671,0.340000213,0.680000426,9.880006185,1.510000945,5.460003418,4.730002961,11.630007280,1.320000826,0.240000150,4.510002823,0.005000003,1.470000920,10.180006370,0.530000332,1.210000757,3.910002448,0.580000363,0.560000351,6.060003794,0.390000244,0.380000238,0.480000300,1.600001002,11.620007270,3.040001903,0.940000588,8.750005478,0.220000138,0.960000601,35.767931600,145.033000000
6/10/2005 3:00,0.690000432,0.790000495,0.330000207,0.140000088,0.005000003,0.005000003,0.290000182,0.690000432,0.800000501,0.780000488,0.520000326,0.005000003,3.750002348,0.380000238,1.510000945,1.040000651,5.500003443,1.970001233,0.005000003,1.290000808,0.005000003,0.005000003,3.150001972,0.005000003,0.430000269,1.350000845,0.005000003,0.230000144,2.430001521,0.005000003,0.005000003,0.005000003,0.370000232,3.580002241,0.570000357,0.005000003,2.250001409,0.860000538,0.240000150,51.009977470,87.000000000
6/10/2005 6:00,0.560000351,0.570000357,0.220000138,0.005000003,0.005000003,0.005000003,0.270000169,0.540000338,0.820000513,0.790000495,0.005000003,0.005000003,3.280002053,0.340000213,1.250000783,1.160000726,4.650002911,4.790002999,0.005000003,1.110000695,0.005000003,0.005000003,3.400002128,0.005000003,0.370000232,1.380000864,0.005000003,0.005000003,2.120001327,0.005000003,0.005000003,0.005000003,0.380000238,3.490002185,0.610000382,0.005000003,1.770001108,0.005000003,0.005000003,30.044978740,64.000000000
6/11/2005 6:00,1.380000864,2.630001646,0.890000557,0.720000451,0.460000288,0.240000150,0.420000263,2.660001665,2.040001277,2.350001471,0.180000113,0.360000225,12.070007560,1.090000682,4.170002610,3.340002091,7.490004689,8.810005515,0.005000003,3.350002097,0.300000188,1.420000889,8.360005233,0.320000200,0.810000507,2.170001358,0.360000225,0.390000244,4.270002673,0.220000138,0.340000213,0.610000382,1.210000757,10.370006490,1.640001027,0.610000382,6.600004132,0.210000131,0.650000407,12.410770210,107.925830000
6/12/2005 3:00,2.470001546,5.530003462,1.780001114,1.670001045,0.850000532,0.580000363,1.080000676,7.760004858,3.470002172,3.570002235,0.520000326,0.830000520,10.430006530,1.730001083,4.990003124,4.860003042,15.370009620,3.950002473,0.005000003,5.680003556,0.690000432,4.500002817,12.900008080,0.410000257,1.470000920,33.390020900,0.370000232,0.740000463,9.040005659,0.390000244,0.340000213,0.660000413,2.110001321,11.520007210,2.300001440,0.930000582,11.590007260,0.630000394,1.620001014,265.274891900,438.000000000
6/12/2005 6:00,0.840000526,2.790001747,0.870000545,1.090000682,0.360000225,0.210000131,0.230000144,3.090001934,1.750001096,2.900001815,0.005000003,0.220000138,8.430005277,0.810000507,7.700004820,3.580002241,9.050005665,4.170002610,0.005000003,2.090001308,0.005000003,0.530000332,7.190004501,0.280000175,0.510000319,2.650001659,0.320000200,0.360000225,4.390002748,0.005000003,0.250000157,0.370000232,0.860000538,6.610004138,3.090001934,0.005000003,5.060003168,0.005000003,0.350000219,27.969948020,111.000000000
6/13/2005 3:00,1.490000933,2.420001515,0.860000538,0.800000501,0.460000288,0.270000169,0.250000157,2.540001590,1.550000970,4.390002748,0.005000003,0.320000200,22.390014020,2.750001722,7.400004632,4.780002992,8.150005102,0.580000363,0.005000003,3.010001884,0.005000003,1.150000720,8.820005521,0.570000357,0.800000501,2.490001559,0.400000250,0.380000238,4.800003005,0.260000163,0.320000200,0.300000188,1.400000876,12.540007850,2.150001346,1.550000970,7.220004520,0.005000003,0.520000326,44.899931080,155.000000000
6/13/2005 6:00,1.540000964,2.490001559,0.870000545,0.840000526,0.410000257,0.260000163,0.870000545,2.710001696,2.210001383,3.740002341,0.160000100,0.370000232,16.370010250,1.480000926,8.590005377,5.850003662,9.590006003,6.070003800,0.005000003,2.970001859,0.005000003,1.000000626,11.120006960,0.420000263,0.840000526,3.790002373,0.430000269,0.330000207,6.610004138,0.260000163,0.320000200,0.570000357,1.180000739,14.630009160,2.700001690,0.720000451,6.360003981,0.100000063,0.620000388,36.599925260,156.000000000
6/18/2005 3:00,0.830000520,3.050001909,1.150000720,0.810000507,0.370000232,0.160000100,0.630000394,3.820002391,0.950000595,1.890001183,0.005000003,0.420000263,8.930005590,0.640000401,3.430002147,3.270002047,11.090006940,0.690000432,0.005000003,1.800001127,0.005000003,0.520000326,6.880004307,0.310000194,0.860000538,9.950006229,0.360000225,0.320000200,4.710002948,0.005000003,0.240000150,0.170000106,0.730000457,8.650005415,1.890001183,0.820000513,4.100002567,0.005000003,0.700000438,33.431466690,118.596520000
6/18/2005 6:00,0.550000344,1.130000707,0.410000257,0.450000282,0.005000003,0.005000003,0.520000326,1.970001233,1.190000745,1.250000783,0.005000003,0.250000157,6.740004219,0.490000307,2.280001427,2.060001290,4.040002529,2.010001258,0.005000003,1.390000870,0.005000003,0.590000369,3.420002141,0.005000003,0.390000244,1.820001139,0.005000003,0.210000131,3.150001972,0.005000003,0.005000003,0.005000003,0.490000307,6.750004226,1.780001114,0.730000457,2.810001759,0.005000003,0.210000131,28.650049240,77.785080000
6/19/2005 3:00,0.005000003,1.810001133,0.620000388,0.600000376,0.350000219,0.240000150,0.610000382,1.220000764,1.420000889,1.630001020,0.005000003,0.005000003,7.920004958,0.610000382,2.230001396,2.160001352,7.570004739,2.630001646,0.005000003,1.770001108,0.005000003,0.410000257,5.190003249,0.480000300,0.760000476,1.480000926,0.210000131,0.470000294,3.600002254,0.005000003,0.005000003,0.230000144,1.210000757,7.210004513,1.060000664,0.005000003,3.750002348,0.005000003,0.340000213,70.683062540,130.518100000
6/20/2005 3:00,0.005000003,1.460000914,0.500000313,1.180000739,0.270000169,0.320000200,0.620000388,1.260000789,1.520000952,1.340000839,0.005000003,0.005000003,7.670004801,0.550000344,2.160001352,2.200001377,5.920003706,3.900002441,0.005000003,1.760001102,0.005000003,0.320000200,4.530002836,0.005000003,0.700000438,1.910001196,0.005000003,0.400000250,3.150001972,0.005000003,0.005000003,0.005000003,0.710000444,7.770004864,1.240000776,0.005000003,3.230002022,0.005000003,0.390000244,48.782144290,105.822180000
6/20/2005 6:00,0.005000003,2.430001521,0.800000501,0.570000357,0.560000351,0.340000213,0.780000488,1.640001027,2.360001477,2.190001371,0.005000003,0.230000144,8.220005146,0.860000538,3.410002135,2.250001409,9.050005665,5.410003387,0.005000003,4.000002504,0.005000003,0.720000451,5.790003625,0.005000003,0.950000595,2.660001665,0.330000207,0.370000232,3.710002322,0.005000003,0.005000003,0.230000144,1.310000820,8.890005565,1.370000858,0.270000169,6.180003869,0.005000003,0.590000369,30.974300850,109.484350000
6/22/2005 3:00,3.330002085,6.430004025,2.100001315,1.920001202,1.140000714,0.740000463,2.190001371,4.830003024,4.040002529,6.170003862,0.180000113,0.720000451,33.980021270,2.410001509,5.820003643,7.850004914,17.950011240,1.420000889,0.005000003,8.690005440,0.005000003,3.380002116,11.480007190,0.710000444,2.260001415,14.930009350,0.770000482,1.390000870,9.090005690,0.520000326,0.640000401,1.030000645,3.060001916,20.110012590,2.670001671,0.670000419,16.130010100,0.005000003,1.390000870,60.405223450,262.560350000
6/22/2005 6:00,2.590001621,8.050005039,2.590001621,2.290001434,1.080000676,0.640000401,1.980001239,7.190004501,5.040003155,5.170003236,0.400000250,0.990000620,22.430014040,2.020001265,26.060016310,19.250012050,20.330012730,7.040004407,0.005000003,6.290003938,0.860000538,1.980001239,12.820008030,1.160000726,1.730001083,15.280009570,1.070000670,1.310000820,10.550006600,0.480000300,0.630000394,1.100000689,2.270001421,29.370018390,21.890013700,0.750000470,12.720007960,0.970000607,2.010001258,55.169037000,315.554200000
6/23/2005 3:00,0.005000003,0.990000620,0.340000213,0.710000444,0.250000157,0.320000200,0.450000282,4.510002823,1.290000808,1.960001227,0.005000003,0.240000150,16.430010290,0.800000501,7.570004739,3.660002291,8.230005152,0.760000476,0.250000157,1.800001127,0.005000003,0.250000157,4.720002955,0.750000470,0.630000394,38.370024020,0.310000194,0.440000275,2.800001753,0.005000003,0.005000003,0.005000003,1.160000726,10.540006600,1.550000970,0.620000388,3.540002216,0.250000157,0.280000175,237.374176900,354.174250000
6/24/2005 3:00,0.005000003,4.680002930,1.580000989,1.190000745,0.750000470,0.480000300,1.190000745,2.620001640,3.260002041,3.800002379,0.005000003,0.490000307,12.970008120,1.810001133,5.190003249,4.390002748,11.830007410,1.420000889,0.120000075,6.120003831,0.005000003,1.480000926,7.680004808,0.800000501,1.400000876,5.740003593,0.550000344,0.660000413,5.780003618,0.390000244,0.400000250,0.490000307,2.100001315,9.640006035,2.920001828,0.290000182,10.730006720,0.005000003,0.880000551,149.145127500,264.985200000
